>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-033_16S005326 HMT-033 Corynebacterium appendicis
>HMT-420_16S005327 HMT-420 Fusobacterium animalis
>HMT-207_16S005328 HMT-207 Corynebacterium gottingense
>HMT-420_16S005329 HMT-420 Fusobacterium animalis
>HMT-200_16S005330 HMT-200 Fusobacterium vincentii
>HMT-420_16S005331 HMT-420 Fusobacterium animalis
>HMT-420_16S005332 HMT-420 Fusobacterium animalis
>HMT-420_16S005333 HMT-420 Fusobacterium animalis
>HMT-700_16S005334 HMT-700 Capnocytophaga ochracea
>HMT-464_16S005335 HMT-464 Fusobacterium watanabei
>HMT-420_16S005336 HMT-420 Fusobacterium animalis
>HMT-783_16S005337 HMT-783 Corynebacterium kefirresidentii
>HMT-420_16S005338 HMT-420 Fusobacterium animalis
>HMT-420_16S005339 HMT-420 Fusobacterium animalis
>HMT-200_16S005340 HMT-200 Fusobacterium vincentii
>HMT-420_16S005341 HMT-420 Fusobacterium animalis
>HMT-700_16S005342 HMT-700 Capnocytophaga ochracea
>HMT-420_16S005343 HMT-420 Fusobacterium animalis
>HMT-420_16S005344 HMT-420 Fusobacterium animalis
>HMT-420_16S005345 HMT-420 Fusobacterium animalis
>HMT-464_16S005346 HMT-464 Fusobacterium watanabei
>HMT-050_16S005347 HMT-050 Corynebacterium macginleyi
>HMT-420_16S005348 HMT-420 Fusobacterium animalis
>HMT-200_16S005349 HMT-200 Fusobacterium vincentii
>HMT-464_16S005350 HMT-464 Fusobacterium watanabei
>HMT-019_16S005351 HMT-019 Corynebacterium accolens
>HMT-105_16S005352 HMT-105 Anaerovoracaceae [G1] infirmum
>HMT-200_16S005354 HMT-200 Fusobacterium vincentii
>HMT-200_16S005355 HMT-200 Fusobacterium vincentii
>HMT-019_16S005356 HMT-019 Corynebacterium accolens
>HMT-700_16S005357 HMT-700 Capnocytophaga ochracea
>HMT-420_16S005358 HMT-420 Fusobacterium animalis
>HMT-072_16S005359 HMT-072 Corynebacterium striatum
>HMT-200_16S005360 HMT-200 Fusobacterium vincentii
>HMT-200_16S005361 HMT-200 Fusobacterium vincentii
>HMT-692_16S005362 HMT-692 Mycolicibacterium neoaurum
>HMT-694_16S005363 HMT-694 Hornefia nodatum
>HMT-200_16S005364 HMT-200 Fusobacterium vincentii
>HMT-200_16S005365 HMT-200 Fusobacterium vincentii
>HMT-420_16S005366 HMT-420 Fusobacterium animalis
>HMT-200_16S005367 HMT-200 Fusobacterium vincentii
>HMT-464_16S005368 HMT-464 Fusobacterium watanabei
>HMT-200_16S005369 HMT-200 Fusobacterium vincentii
>HMT-062_16S005370 HMT-062 Corynebacterium simulans
>HMT-420_16S005371 HMT-420 Fusobacterium animalis
>HMT-467_16S005372 HMT-467 Anaerovoracaceae [G1] sulci
>HMT-420_16S005373 HMT-420 Fusobacterium animalis
>HMT-420_16S005374 HMT-420 Fusobacterium animalis
>HMT-420_16S005375 HMT-420 Fusobacterium animalis
>HMT-200_16S005376 HMT-200 Fusobacterium vincentii
>HMT-467_16S005377 HMT-467 Anaerovoracaceae [G1] sulci
>HMT-420_16S005378 HMT-420 Fusobacterium animalis
>HMT-704_16S005379 HMT-704 Metamycoplasma orale
>HMT-445_16S005380 HMT-445 Corynebacterium aurimucosum
>HMT-200_16S005381 HMT-200 Fusobacterium vincentii
>HMT-033_16S005382 HMT-033 Corynebacterium appendicis
>HMT-464_16S005383 HMT-464 Fusobacterium watanabei
>HMT-464_16S005384 HMT-464 Fusobacterium watanabei
>HMT-200_16S005385 HMT-200 Fusobacterium vincentii
>HMT-420_16S005386 HMT-420 Fusobacterium animalis
>HMT-464_16S005387 HMT-464 Fusobacterium watanabei
>HMT-420_16S005388 HMT-420 Fusobacterium animalis
>HMT-072_16S005389 HMT-072 Corynebacterium striatum
>HMT-420_16S005390 HMT-420 Fusobacterium animalis
>HMT-700_16S005391 HMT-700 Capnocytophaga ochracea
>HMT-445_16S005392 HMT-445 Corynebacterium aurimucosum
>HMT-420_16S005393 HMT-420 Fusobacterium animalis
>HMT-200_16S005394 HMT-200 Fusobacterium vincentii
>HMT-464_16S005395 HMT-464 Fusobacterium watanabei
>HMT-542_16S005396 HMT-542 Peptostreptococcus anaerobius
>HMT-464_16S005397 HMT-464 Fusobacterium watanabei
>HMT-019_16S005398 HMT-019 Corynebacterium accolens
>HMT-420_16S005399 HMT-420 Fusobacterium animalis
>HMT-698_16S005400 HMT-698 Fusobacterium nucleatum_sensu_stricto
>HMT-200_16S005401 HMT-200 Fusobacterium vincentii
>HMT-420_16S005402 HMT-420 Fusobacterium animalis
>HMT-420_16S005403 HMT-420 Fusobacterium animalis
>HMT-019_16S005404 HMT-019 Corynebacterium accolens
>HMT-464_16S005405 HMT-464 Fusobacterium watanabei
>HMT-464_16S005406 HMT-464 Fusobacterium watanabei
>HMT-467_16S005407 HMT-467 Anaerovoracaceae [G1] sulci
>HMT-420_16S005408 HMT-420 Fusobacterium animalis
>HMT-464_16S005409 HMT-464 Fusobacterium watanabei
>HMT-063_16S005410 HMT-063 Corynebacterium singulare
>HMT-420_16S005411 HMT-420 Fusobacterium animalis
>HMT-420_16S005412 HMT-420 Fusobacterium animalis
>HMT-420_16S005413 HMT-420 Fusobacterium animalis
>HMT-420_16S005414 HMT-420 Fusobacterium animalis
>HMT-450_16S005415 HMT-450 Corynebacterium aurimucosum
>HMT-019_16S005416 HMT-019 Corynebacterium accolens
>HMT-420_16S005417 HMT-420 Fusobacterium animalis
>HMT-195_16S005418 HMT-195 Scardovia wiggsiae
>HMT-701_16S005419 HMT-701 Schaalia odontolytica
>HMT-700_16S005420 HMT-700 Capnocytophaga ochracea
>HMT-019_16S005421 HMT-019 Corynebacterium accolens
>HMT-072_16S005422 HMT-072 Corynebacterium striatum
>HMT-464_16S005423 HMT-464 Fusobacterium watanabei
>HMT-700_16S005424 HMT-700 Capnocytophaga ochracea
>HMT-420_16S005425 HMT-420 Fusobacterium animalis
>HMT-464_16S005426 HMT-464 Fusobacterium watanabei
>HMT-420_16S005427 HMT-420 Fusobacterium animalis
>HMT-105_16S005428 HMT-105 Anaerovoracaceae [G1] infirmum
>HMT-105_16S005429 HMT-105 Anaerovoracaceae [G1] infirmum
>HMT-420_16S005430 HMT-420 Fusobacterium animalis
>HMT-420_16S005431 HMT-420 Fusobacterium animalis
>HMT-632_16S005432 HMT-632 Metamycoplasma hominis
>HMT-420_16S005433 HMT-420 Fusobacterium animalis
>HMT-200_16S005434 HMT-200 Fusobacterium vincentii
>HMT-420_16S005435 HMT-420 Fusobacterium animalis
>HMT-420_16S005436 HMT-420 Fusobacterium animalis
>HMT-420_16S005437 HMT-420 Fusobacterium animalis
>HMT-420_16S005438 HMT-420 Fusobacterium animalis
>HMT-420_16S005439 HMT-420 Fusobacterium animalis
>HMT-447_16S005440 HMT-447 Fusobacterium simiae
>HMT-464_16S005441 HMT-464 Fusobacterium watanabei
>HMT-420_16S005442 HMT-420 Fusobacterium animalis
>HMT-200_16S005443 HMT-200 Fusobacterium vincentii
>HMT-420_16S005444 HMT-420 Fusobacterium animalis
>HMT-420_16S005445 HMT-420 Fusobacterium animalis
>HMT-200_16S005446 HMT-200 Fusobacterium vincentii
>HMT-616_16S005447 HMT-616 Mycoplasmoides genitalium
>HMT-420_16S005448 HMT-420 Fusobacterium animalis
>HMT-420_16S005449 HMT-420 Fusobacterium animalis
>HMT-464_16S005450 HMT-464 Fusobacterium watanabei
>HMT-420_16S005451 HMT-420 Fusobacterium animalis
>HMT-420_16S005452 HMT-420 Fusobacterium animalis
>HMT-200_16S005453 HMT-200 Fusobacterium vincentii
>HMT-420_16S005454 HMT-420 Fusobacterium animalis
>HMT-420_16S005455 HMT-420 Fusobacterium animalis
>HMT-420_16S005456 HMT-420 Fusobacterium animalis
>HMT-464_16S005457 HMT-464 Fusobacterium watanabei
>HMT-420_16S005458 HMT-420 Fusobacterium animalis
>HMT-420_16S005459 HMT-420 Fusobacterium animalis
>HMT-464_16S005460 HMT-464 Fusobacterium watanabei
>HMT-420_16S005461 HMT-420 Fusobacterium animalis
>HMT-200_16S005462 HMT-200 Fusobacterium vincentii
>HMT-200_16S005463 HMT-200 Fusobacterium vincentii
>HMT-200_16S005464 HMT-200 Fusobacterium vincentii
>HMT-077_16S005465 HMT-077 Corynebacterium tuberculostearicum
>HMT-019_16S005466 HMT-019 Corynebacterium accolens
>HMT-030_16S005467 HMT-030 Corynebacterium afermentans
>HMT-464_16S005468 HMT-464 Fusobacterium watanabei
>HMT-420_16S005469 HMT-420 Fusobacterium animalis
>HMT-420_16S005470 HMT-420 Fusobacterium animalis
>HMT-200_16S005471 HMT-200 Fusobacterium vincentii
>HMT-420_16S005472 HMT-420 Fusobacterium animalis
>HMT-420_16S005473 HMT-420 Fusobacterium animalis
>HMT-420_16S005474 HMT-420 Fusobacterium animalis
>HMT-420_16S005475 HMT-420 Fusobacterium animalis
>HMT-019_16S005476 HMT-019 Corynebacterium accolens
>HMT-700_16S005477 HMT-700 Capnocytophaga ochracea
>HMT-200_16S005478 HMT-200 Fusobacterium vincentii
>HMT-700_16S005479 HMT-700 Capnocytophaga ochracea
>HMT-464_16S005480 HMT-464 Fusobacterium watanabei
>HMT-077_16S005481 HMT-077 Corynebacterium tuberculostearicum
>HMT-725_16S005482 HMT-725 Treponema pectinovorum
>HMT-420_16S005483 HMT-420 Fusobacterium animalis
>HMT-077_16S005484 HMT-077 Corynebacterium tuberculostearicum
>HMT-420_16S005485 HMT-420 Fusobacterium animalis
>HMT-467_16S005486 HMT-467 Anaerovoracaceae [G1] sulci
>HMT-420_16S005487 HMT-420 Fusobacterium animalis
>HMT-200_16S005488 HMT-200 Fusobacterium vincentii
>HMT-200_16S005489 HMT-200 Fusobacterium vincentii
>HMT-464_16S005491 HMT-464 Fusobacterium watanabei
>HMT-200_16S005492 HMT-200 Fusobacterium vincentii
>HMT-420_16S005493 HMT-420 Fusobacterium animalis
>HMT-420_16S005494 HMT-420 Fusobacterium animalis
>HMT-420_16S005495 HMT-420 Fusobacterium animalis
>HMT-420_16S005496 HMT-420 Fusobacterium animalis
>HMT-420_16S005497 HMT-420 Fusobacterium animalis
>HMT-420_16S005498 HMT-420 Fusobacterium animalis
>HMT-420_16S005499 HMT-420 Fusobacterium animalis
>HMT-420_16S005500 HMT-420 Fusobacterium animalis
>HMT-030_16S005501 HMT-030 Corynebacterium afermentans
>HMT-464_16S005502 HMT-464 Fusobacterium watanabei
>HMT-450_16S005503 HMT-450 Corynebacterium aurimucosum
>HMT-464_16S005504 HMT-464 Fusobacterium watanabei
>HMT-420_16S005505 HMT-420 Fusobacterium animalis
>HMT-616_16S005506 HMT-616 Mycoplasmoides genitalium
>HMT-019_16S005507 HMT-019 Corynebacterium accolens
>HMT-253_16S005508 HMT-253 Treponema sp. HMT-253
>HMT-053_16S005509 HMT-053 Corynebacterium minutissimum
>HMT-420_16S005510 HMT-420 Fusobacterium animalis
>HMT-420_16S005511 HMT-420 Fusobacterium animalis
>HMT-200_16S005512 HMT-200 Fusobacterium vincentii
>HMT-059_16S005513 HMT-059 Corynebacterium propinquum
>HMT-341_16S005514 HMT-341 Corynebacterium coyleae
>HMT-072_16S005515 HMT-072 Corynebacterium striatum
>HMT-341_16S005516 HMT-341 Corynebacterium coyleae
>HMT-866_16S005517 HMT-866 Actinomyces graevenitzii
>HMT-059_16S005518 HMT-059 Corynebacterium propinquum
>HMT-060_16S005519 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-059_16S005520 HMT-059 Corynebacterium propinquum
>HMT-062_16S005521 HMT-062 Corynebacterium simulans
>HMT-420_16S005522 HMT-420 Fusobacterium animalis
>HMT-420_16S005523 HMT-420 Fusobacterium animalis
>HMT-422_16S005524 HMT-422 Cloacibacterium normanense
>HMT-072_16S005526 HMT-072 Corynebacterium striatum
>HMT-059_16S005527 HMT-059 Corynebacterium propinquum
>HMT-053_16S005528 HMT-053 Corynebacterium minutissimum
>HMT-053_16S005529 HMT-053 Corynebacterium minutissimum
>HMT-059_16S005530 HMT-059 Corynebacterium propinquum
>HMT-030_16S005531 HMT-030 Corynebacterium afermentans
>HMT-059_16S005532 HMT-059 Corynebacterium propinquum
>HMT-072_16S005533 HMT-072 Corynebacterium striatum
>HMT-077_16S005534 HMT-077 Corynebacterium tuberculostearicum
>HMT-619_16S005535 HMT-619 Porphyromonas gingivalis
>HMT-450_16S005536 HMT-450 Corynebacterium aurimucosum
>HMT-450_16S005537 HMT-450 Corynebacterium aurimucosum
>HMT-207_16S005538 HMT-207 Corynebacterium gottingense
>HMT-406_16S005539 HMT-406 Ralstonia sp. HMT-406
>HMT-207_16S005540 HMT-207 Corynebacterium gottingense
>HMT-030_16S005541 HMT-030 Corynebacterium afermentans
>HMT-341_16S005542 HMT-341 Corynebacterium coyleae
>HMT-060_16S005543 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-420_16S005544 HMT-420 Fusobacterium animalis
>HMT-059_16S005545 HMT-059 Corynebacterium propinquum
>HMT-034_16S005546 HMT-034 Corynebacterium aurimucosum
>HMT-063_16S005547 HMT-063 Corynebacterium singulare
>HMT-059_16S005548 HMT-059 Corynebacterium propinquum
>HMT-059_16S005549 HMT-059 Corynebacterium propinquum
>HMT-034_16S005550 HMT-034 Corynebacterium aurimucosum
>HMT-062_16S005551 HMT-062 Corynebacterium simulans
>HMT-420_16S005552 HMT-420 Fusobacterium animalis
>HMT-053_16S005553 HMT-053 Corynebacterium minutissimum
>HMT-059_16S005554 HMT-059 Corynebacterium propinquum
>HMT-059_16S005555 HMT-059 Corynebacterium propinquum
>HMT-059_16S005556 HMT-059 Corynebacterium propinquum
>HMT-341_16S005557 HMT-341 Corynebacterium coyleae
>HMT-060_16S005558 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-053_16S005559 HMT-053 Corynebacterium minutissimum
>HMT-059_16S005560 HMT-059 Corynebacterium propinquum
>HMT-207_16S005561 HMT-207 Corynebacterium gottingense
>HMT-059_16S005562 HMT-059 Corynebacterium propinquum
>HMT-420_16S005563 HMT-420 Fusobacterium animalis
>HMT-341_16S005564 HMT-341 Corynebacterium coyleae
>HMT-060_16S005565 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-060_16S005566 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-814_16S005567 HMT-814 Fannyhessea vaginae
>HMT-422_16S005568 HMT-422 Cloacibacterium normanense
>HMT-814_16S005569 HMT-814 Fannyhessea vaginae
>HMT-060_16S005570 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-341_16S005571 HMT-341 Corynebacterium coyleae
>HMT-077_16S005572 HMT-077 Corynebacterium tuberculostearicum
>HMT-059_16S005573 HMT-059 Corynebacterium propinquum
>HMT-059_16S005574 HMT-059 Corynebacterium propinquum
>HMT-005_16S005575 HMT-005 Acinetobacter lwoffii
>HMT-207_16S005576 HMT-207 Corynebacterium gottingense
>HMT-484_16S005577 HMT-484 Erysipelothrix tonsillarum
>HMT-268_16S005578 HMT-268 Treponema sp. HMT-268
>HMT-060_16S005579 HMT-060 Corynebacterium pseudodiphtheriticum
>HMT-183_16S005580 HMT-183 Peptidiphaga sp. HMT-183
>HMT-673_16S005581 HMT-673 Hornefia minuta
>HMT-269_16S005582 HMT-269 Treponema sp. HMT-269
>HMT-030_16S005583 HMT-030 Corynebacterium afermentans
>HMT-732_16S005584 HMT-732 Mycoplasmoides pneumoniae
>HMT-799_16S005585 HMT-799 Ureaplasma parvum
>HMT-775_16S005586 HMT-775 Capnocytophaga sputigena
>HMT-034_16S005587 HMT-034 Corynebacterium aurimucosum
>HMT-732_16S005588 HMT-732 Mycoplasmoides pneumoniae
>HMT-256_16S005589 HMT-256 Treponema sp. HMT-256
>HMT-030_16S005590 HMT-030 Corynebacterium afermentans
>HMT-030_16S005591 HMT-030 Corynebacterium afermentans
>HMT-612_16S005592 HMT-612 Pseudomonas fluorescens
>HMT-700_16S005593 HMT-700 Capnocytophaga ochracea
>HMT-775_16S005595 HMT-775 Capnocytophaga sputigena
>HMT-775_16S005597 HMT-775 Capnocytophaga sputigena
>HMT-700_16S005598 HMT-700 Capnocytophaga ochracea
>HMT-408_16S005599 HMT-408 Acinetobacter sp. HMT-408
>HMT-775_16S005600 HMT-775 Capnocytophaga sputigena
>HMT-183_16S005601 HMT-183 Peptidiphaga sp. HMT-183
>HMT-799_16S005602 HMT-799 Ureaplasma parvum
>HMT-053_16S005603 HMT-053 Corynebacterium minutissimum
>HMT-077_16S005604 HMT-077 Corynebacterium tuberculostearicum
>HMT-700_16S005605 HMT-700 Capnocytophaga ochracea
>HMT-700_16S005606 HMT-700 Capnocytophaga ochracea
>HMT-775_16S005607 HMT-775 Capnocytophaga sputigena
>HMT-775_16S005608 HMT-775 Capnocytophaga sputigena
>HMT-053_16S005609 HMT-053 Corynebacterium minutissimum
>HMT-732_16S005610 HMT-732 Mycoplasmoides pneumoniae
>HMT-775_16S005611 HMT-775 Capnocytophaga sputigena
>HMT-700_16S005612 HMT-700 Capnocytophaga ochracea
>HMT-032_16S005613 HMT-032 Pseudomonas sp. HMT-032
>HMT-034_16S005614 HMT-034 Corynebacterium aurimucosum
>HMT-700_16S005615 HMT-700 Capnocytophaga ochracea
>HMT-523_16S005616 HMT-523 Neisseria sp. HMT-523
>HMT-477_16S005617 HMT-477 Stutzerimonas stutzeri
>HMT-034_16S005618 HMT-034 Corynebacterium aurimucosum
>HMT-775_16S005619 HMT-775 Capnocytophaga sputigena
>HMT-806_16S005620 HMT-806 Olsenella profusa
>HMT-799_16S005621 HMT-799 Ureaplasma parvum
>HMT-700_16S005622 HMT-700 Capnocytophaga ochracea
>HMT-775_16S005623 HMT-775 Capnocytophaga sputigena
>HMT-207_16S005624 HMT-207 Corynebacterium gottingense
>HMT-799_16S005625 HMT-799 Ureaplasma parvum
>HMT-775_16S005626 HMT-775 Capnocytophaga sputigena
>HMT-509_16S005627 HMT-509 Odoribacteraceae [G4] bacterium HMT-509
>HMT-799_16S005628 HMT-799 Ureaplasma parvum
>HMT-218_16S005629 HMT-218 Leptotrichia sp. HMT-218
>HMT-054_16S005630 HMT-054 Corynebacterium pilbarense
>HMT-053_16S005631 HMT-053 Corynebacterium minutissimum
>HMT-700_16S005632 HMT-700 Capnocytophaga ochracea
>HMT-848_16S005633 HMT-848 Peptidiphaga gingivicola
>HMT-775_16S005634 HMT-775 Capnocytophaga sputigena
>HMT-315_16S005635 HMT-315 Hallella sp. HMT-315
>HMT-746_16S005636 HMT-746 Actinomyces radicidentis
>HMT-700_16S005637 HMT-700 Capnocytophaga ochracea
>HMT-536_16S005638 HMT-536 Pseudomonas aeruginosa
>HMT-591_16S005639 HMT-591 Corynebacterium diphtheriae
>HMT-141_16S005640 HMT-141 Staphylococcus pasteuri
>HMT-775_16S005641 HMT-775 Capnocytophaga sputigena
>HMT-807_16S005642 HMT-807 Olsenella sp. HMT-807
>HMT-834_16S005643 HMT-834 Pseudomonas otitidis
>HMT-128_16S005644 HMT-128 Staphylococcus lugdunensis
>HMT-416_16S005645 HMT-416 Fannyhessea sp. HMT-416
>HMT-038_16S005646 HMT-038 Olsenella uli
>HMT-557_16S005647 HMT-557 Gallibacter brachy
>HMT-163_16S005648 HMT-163 Lachnospiraceae [G7] bacterium HMT-163
>HMT-810_16S005649 HMT-810 Olegusella massiliensis
>HMT-337_16S005650 HMT-337 Capnocytophaga gingivalis
>HMT-837_16S005651 HMT-837 Sneathia sanguinegens
>HMT-579_16S005652 HMT-579 Cryptobacterium curtum
>HMT-326_16S005653 HMT-326 Capnocytophaga endodontalis
>HMT-809_16S005654 HMT-809 Olsenella phocaeensis
>HMT-623_16S005655 HMT-623 Campylobacter gracilis
>HMT-338_16S005656 HMT-338 Capnocytophaga sp. HMT-338
>HMT-086_16S005657 HMT-086 Lachnospiraceae [G7] bacterium HMT-086
>HMT-515_16S005658 HMT-515 Hallella sp. HMT-515
>HMT-842_16S005659 HMT-842 Campylobacter ureolyticus
>HMT-845_16S005660 HMT-845 Pseudoleptotrichia goodfellowii
>HMT-962_16S005661 HMT-962 Hominimerdicola aceti
>HMT-809_16S005662 HMT-809 Olsenella phocaeensis
>HMT-337_16S005663 HMT-337 Capnocytophaga gingivalis
>HMT-962_16S005664 HMT-962 Hominimerdicola aceti
>HMT-643_16S005665 HMT-643 Prevotella intermedia
>HMT-750_16S005666 HMT-750 Lancefieldella rimae
>HMT-837_16S005667 HMT-837 Sneathia sanguinegens
>HMT-602_16S005668 HMT-602 Slackia exigua
>HMT-218_16S005669 HMT-218 Leptotrichia sp. HMT-218
>HMT-759_16S005670 HMT-759 Anaerovoracaceae [G5] saphenum
>HMT-775_16S005671 HMT-775 Capnocytophaga sputigena
>HMT-476_16S005672 HMT-476 Neisseria subflava
>HMT-077_16S005673 HMT-077 Corynebacterium tuberculostearicum
>HMT-700_16S005674 HMT-700 Capnocytophaga ochracea
>HMT-337_16S005675 HMT-337 Capnocytophaga gingivalis
>HMT-155_16S005676 HMT-155 Selenomonadaceae [G1] bacterium HMT-155
>HMT-961_16S005677 HMT-961 Faecalibacterium prausnitzii
>HMT-199_16S005678 HMT-199 Lancefieldella sp. HMT-199
>HMT-222_16S005679 HMT-222 Leptotrichia wadei
>HMT-224_16S005680 HMT-224 Leptotrichia hofstadii
>HMT-326_16S005681 HMT-326 Capnocytophaga endodontalis
>HMT-224_16S005682 HMT-224 Leptotrichia hofstadii
>HMT-222_16S005683 HMT-222 Leptotrichia wadei
>HMT-962_16S005684 HMT-962 Hominimerdicola aceti
>HMT-222_16S005685 HMT-222 Leptotrichia wadei
>HMT-215_16S005686 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-326_16S005687 HMT-326 Capnocytophaga endodontalis
>HMT-148_16S005688 HMT-148 Selenomonadaceae [G1] bacterium HMT-148
>HMT-326_16S005689 HMT-326 Capnocytophaga endodontalis
>HMT-961_16S005690 HMT-961 Faecalibacterium prausnitzii
>HMT-326_16S005691 HMT-326 Capnocytophaga endodontalis
>HMT-961_16S005692 HMT-961 Faecalibacterium prausnitzii
>HMT-150_16S005693 HMT-150 Selenomonadaceae [G1] bacterium HMT-150
>HMT-214_16S005694 HMT-214 Leptotrichia shahii
>HMT-607_16S005695 HMT-607 Mycoplasmopsis fermentans
>HMT-563_16S005696 HMT-563 Leptotrichia buccalis
>HMT-961_16S005697 HMT-961 Faecalibacterium prausnitzii
>HMT-222_16S005698 HMT-222 Leptotrichia wadei
>HMT-607_16S005699 HMT-607 Mycoplasmopsis fermentans
>HMT-225_16S005700 HMT-225 Leptotrichia sp. HMT-225
>HMT-961_16S005701 HMT-961 Faecalibacterium prausnitzii
>HMT-218_16S005702 HMT-218 Leptotrichia sp. HMT-218
>HMT-963_16S005703 HMT-963 Akkermansia muciniphila
>HMT-961_16S005704 HMT-961 Faecalibacterium prausnitzii
>HMT-842_16S005705 HMT-842 Campylobacter ureolyticus
>HMT-483_16S005706 HMT-483 Selenomonadaceae [G1] bacterium HMT-483
>HMT-417_16S005707 HMT-417 Leptotrichia sp. HMT-417
>HMT-961_16S005708 HMT-961 Faecalibacterium prausnitzii
>HMT-623_16S005709 HMT-623 Campylobacter gracilis
>HMT-963_16S005710 HMT-963 Akkermansia muciniphila
>HMT-150_16S005711 HMT-150 Selenomonadaceae [G1] bacterium HMT-150
>HMT-961_16S005712 HMT-961 Faecalibacterium prausnitzii
>HMT-607_16S005713 HMT-607 Mycoplasmopsis fermentans
>HMT-962_16S005714 HMT-962 Hominimerdicola aceti
>HMT-961_16S005715 HMT-961 Faecalibacterium prausnitzii
>HMT-961_16S005716 HMT-961 Faecalibacterium prausnitzii
>HMT-863_16S005717 HMT-863 Capnocytophaga sp. HMT-863
>HMT-224_16S005718 HMT-224 Leptotrichia hofstadii
>HMT-961_16S005719 HMT-961 Faecalibacterium prausnitzii
>HMT-326_16S005720 HMT-326 Capnocytophaga endodontalis
>HMT-155_16S005721 HMT-155 Selenomonadaceae [G1] bacterium HMT-155
>HMT-633_16S005722 HMT-633 Cardiobacterium hominis
>HMT-961_16S005723 HMT-961 Faecalibacterium prausnitzii
>HMT-963_16S005724 HMT-963 Akkermansia muciniphila
>HMT-332_16S005725 HMT-332 Capnocytophaga bilenii
>HMT-961_16S005726 HMT-961 Faecalibacterium prausnitzii
>HMT-633_16S005727 HMT-633 Cardiobacterium hominis
>HMT-723_16S005728 HMT-723 Lancefieldella parvula
>HMT-961_16S005729 HMT-961 Faecalibacterium prausnitzii
>HMT-224_16S005730 HMT-224 Leptotrichia hofstadii
>HMT-132_16S005731 HMT-132 Selenomonadaceae [G1] bacterium HMT-132
>HMT-417_16S005732 HMT-417 Leptotrichia sp. HMT-417
>HMT-929_16S005733 HMT-929 Peptoniphilaceae [G3] bacterium HMT-929
>HMT-224_16S005734 HMT-224 Leptotrichia hofstadii
>HMT-329_16S005735 HMT-329 Capnocytophaga leadbetteri
>HMT-326_16S005736 HMT-326 Capnocytophaga endodontalis
>HMT-579_16S005737 HMT-579 Cryptobacterium curtum
>HMT-961_16S005738 HMT-961 Faecalibacterium prausnitzii
>HMT-705_16S005739 HMT-705 Hoylesella oralis
>HMT-961_16S005740 HMT-961 Faecalibacterium prausnitzii
>HMT-225_16S005741 HMT-225 Leptotrichia sp. HMT-225
>HMT-031_16S005742 HMT-031 Corynebacterium amycolatum
>HMT-223_16S005743 HMT-223 Leptotrichia sp. HMT-223
>HMT-962_16S005744 HMT-962 Hominimerdicola aceti
>HMT-213_16S005745 HMT-213 Leptotrichia hongkongensis
>HMT-961_16S005746 HMT-961 Faecalibacterium prausnitzii
>HMT-961_16S005747 HMT-961 Faecalibacterium prausnitzii
>HMT-214_16S005748 HMT-214 Leptotrichia shahii
>HMT-563_16S005749 HMT-563 Leptotrichia buccalis
>HMT-222_16S005750 HMT-222 Leptotrichia wadei
>HMT-222_16S005751 HMT-222 Leptotrichia wadei
>HMT-225_16S005752 HMT-225 Leptotrichia sp. HMT-225
>HMT-223_16S005753 HMT-223 Leptotrichia sp. HMT-223
>HMT-329_16S005754 HMT-329 Capnocytophaga leadbetteri
>HMT-224_16S005755 HMT-224 Leptotrichia hofstadii
>HMT-961_16S005757 HMT-961 Faecalibacterium prausnitzii
>HMT-810_16S005758 HMT-810 Olegusella massiliensis
>HMT-498_16S005759 HMT-498 Leptotrichia sp. HMT-498
>HMT-329_16S005760 HMT-329 Capnocytophaga leadbetteri
>HMT-962_16S005761 HMT-962 Hominimerdicola aceti
>HMT-417_16S005762 HMT-417 Leptotrichia sp. HMT-417
>HMT-962_16S005763 HMT-962 Hominimerdicola aceti
>HMT-329_16S005764 HMT-329 Capnocytophaga leadbetteri
>HMT-723_16S005765 HMT-723 Lancefieldella parvula
>HMT-417_16S005766 HMT-417 Leptotrichia sp. HMT-417
>HMT-225_16S005767 HMT-225 Leptotrichia sp. HMT-225
>HMT-963_16S005768 HMT-963 Akkermansia muciniphila
>HMT-962_16S005769 HMT-962 Hominimerdicola aceti
>HMT-199_16S005770 HMT-199 Lancefieldella sp. HMT-199
>HMT-222_16S005771 HMT-222 Leptotrichia wadei
>HMT-563_16S005772 HMT-563 Leptotrichia buccalis
>HMT-961_16S005773 HMT-961 Faecalibacterium prausnitzii
>HMT-563_16S005774 HMT-563 Leptotrichia buccalis
>HMT-602_16S005775 HMT-602 Slackia exigua
>HMT-222_16S005776 HMT-222 Leptotrichia wadei
>HMT-417_16S005777 HMT-417 Leptotrichia sp. HMT-417
>HMT-961_16S005778 HMT-961 Faecalibacterium prausnitzii
>HMT-129_16S005779 HMT-129 Selenomonadaceae [G1] bacterium HMT-129
>HMT-842_16S005780 HMT-842 Campylobacter ureolyticus
>HMT-704_16S005781 HMT-704 Metamycoplasma orale
